,name,PA,PM,(dommages Neutre),Portée,Force,Sagesse,Intelligence,Puissance,Échangeable :,-special spell-,Attitude,Vitalité,% Critique,Dommages Feu,Dommages Air,Dommages Terre,Dommages Eau,Dommages Neutre,% Résistance Terre,% Résistance Eau,% Résistance Feu,% Résistance Neutre,% Résistance Air,Dommages,Prospection,Résistances Eau,Résistances Air,Résistances Feu,Chance,Agilité,Résistances Terre,Résistances Neutre,Initiative,(dommages Air),(vol Neutre),(dommages Terre),Dommages Poussée,Invocation,(dommages Feu),(vol Eau),Soins,Arme de chasse,(dommages Eau),Fuite,Invocations,Tacle,Retrait PM,Dommages Pièges,Puissance (pièges),(vol Air),Renvoie dommages,Résistances Critiques,(vol Feu),(soins Feu),(vol Terre),Dommages Critiques,Pods,Esquive PM,Esquive PA,Résistances Poussée,Retrait PA,Dommage Terre,Dommage Feu,Dommage Air,Réduit le coût en PA du sort de,Augmente la portée maximale du sort de,Augmente le nombre de lancers maximal par tour du sort de,Rend la portée du sort modifiable,Augmente les Critiques du sort de%,Désactive le lancer en ligne du sort,Désactive la ligne de vue du sort,Réduit l'intervalle de relance du sort de,Augmente le nombre de lancers maximal par cible du sort de,Augmente les Dommages fixes du sort de,Titre :,Quelqu'un vous suit !,Lié au personnage,% Dommages mêlée,% Résistance mêlée,% Résistance distance,% Dommages distance,% Dommages d'armes,% Dommages aux sorts,Craft coopératif impossible.,Utilisations restantes : /,% Résistance aux armes,(dommages Meilleur élément),Ajouter un sort temporaire,ankama_id,type,level,image_urls
786,Ceinture du Nocturlabe,,,,0.0,,60.0,,,,,,350.0,7.0,,15.0,,,,,10.0,,,,,20.0,,,,,100.0,20.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14098.0,"{'name': 'Ceinture', 'id': 58}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10245.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10245-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10245-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10245-800.png'}"
787,Bottes du Nocturlabe,,1.0,,1.0,,50.0,,,,,,350.0,,,,,15.0,,10.0,,,,,,20.0,,20.0,,100.0,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14099.0,"{'name': 'Bottes', 'id': 45}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11242.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11242-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11242-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11242-800.png'}"
788,Sangle Aise,1.0,,,,,40.0,60.0,,,,,350.0,5.0,15.0,15.0,,15.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,-16.0,,,,,,,,20.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14130.0,"{'name': 'Ceinture', 'id': 58}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10246.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10246-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10246-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10246-800.png'}"
789,Dagues Ricol,,,22.0,0.0,,45.0,75.0,,,,,300.0,,10.0,,15.0,,,7.0,,,10.0,7.0,,10.0,,,,,,,,400.0,,,,,,,,-7.0,,,,,15.0,,,,,,,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14131.0,"{'name': 'Dague', 'id': 93}",198.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/5086.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/5086-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/5086-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/5086-800.png'}"
790,Dagues Érhy,,,22.0,1.0,50.0,40.0,50.0,,,,,400.0,,15.0,15.0,15.0,,,,10.0,,,,,,,,,,50.0,,,,,,,,,14.0,,,,,10.0,2.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14132.0,"{'name': 'Dague', 'id': 93}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/5087.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/5087-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/5087-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/5087-800.png'}"
791,Hache Euvale,,,32.0,0.0,60.0,30.0,,,,,,400.0,,,,16.0,16.0,16.0,,,10.0,,,,,,15.0,,60.0,,,20.0,,,,,20.0,,,8.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14133.0,"{'name': 'Hache', 'id': 73}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/19066.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/19066-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/19066-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/19066-800.png'}"
792,Pelle Vice,,,28.0,,,25.0,75.0,,,,,300.0,-4.0,15.0,,,20.0,,,,,,,,25.0,,15.0,,50.0,,,,300.0,,,,,,34.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14135.0,"{'name': 'Pelle', 'id': 52}",199.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/8068.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/8068-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/8068-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/8068-800.png'}"
793,Pioche Vibrante,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,14146.0,"{'name': 'Pioche', 'id': 199}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/21001.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/21001-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/21001-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/21001-800.png'}"
794,Rapière aux Glyphes,,,44.0,1.0,,40.0,,,,,,300.0,5.0,,,,13.0,,8.0,,,,8.0,,15.0,,,,80.0,,,20.0,-301.0,,,,,,,10.0,,,,8.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14156.0,"{'name': 'Épée', 'id': 80}",197.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/6722.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/6722-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/6722-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/6722-800.png'}"
795,Cape Lati,,,,,,20.0,60.0,,,,,300.0,4.0,12.0,12.0,,,,,,10.0,-11.0,,,,,15.0,,,60.0,,20.0,500.0,,,,,,,,10.0,,,,,,,,,,,,,,,12.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14159.0,"{'name': 'Cape', 'id': 43}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17269.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17269-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17269-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17269-800.png'}"
796,Amulette Rangleur,1.0,,,,,,25.0,25.0,,,,300.0,,12.0,12.0,,,,7.0,,,,,,15.0,,,,,50.0,14.0,,,,,,,,,,8.0,,,,,6.0,,,,,,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14160.0,"{'name': 'Amulette', 'id': 33}",196.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1237.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1237-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1237-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1237-800.png'}"
797,Cape Ovri,,,,,60.0,50.0,,,,,,400.0,5.0,,,16.0,16.0,16.0,,,,10.0,,,,,,20.0,60.0,,,,400.0,,,,,,,,,,,,,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14161.0,"{'name': 'Cape', 'id': 43}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17270.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17270-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17270-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17270-800.png'}"
798,Sangle Ouare,,1.0,,,,30.0,,40.0,,,,300.0,,,,,,,,10.0,,,10.0,,15.0,,,,40.0,,,,-301.0,,,,25.0,,,,,,,,2.0,15.0,,,,,,,,,,25.0,,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14162.0,"{'name': 'Ceinture', 'id': 58}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10247.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10247-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10247-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10247-800.png'}"
799,Sandales Ouzi,,1.0,,,,40.0,,,,,,350.0,6.0,,18.0,,18.0,,,,,,,,,,20.0,,40.0,40.0,20.0,,,,,,,,,,,,,,,,,,,,,-11.0,,,,,,8.0,-6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14163.0,"{'name': 'Bottes', 'id': 45}",195.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11243.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11243-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11243-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11243-800.png'}"
800,Arc Honte,,,32.0,1.0,,50.0,50.0,50.0,,,,250.0,-6.0,12.0,12.0,,12.0,,,8.0,,8.0,8.0,,,,,,,,,,300.0,,,,,,,7.0,,,,10.0,,,7.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14164.0,"{'name': 'Arc', 'id': 39}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/2075.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/2075-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/2075-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/2075-800.png'}"
801,Bâton Beau,,,24.0,1.0,,50.0,,75.0,,,,350.0,4.0,,,,,,,,,,,,15.0,20.0,,,,,,20.0,,,,22.0,,,,,,,,-11.0,,,,,,,,,,,,20.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14166.0,"{'name': 'Bâton', 'id': 125}",197.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/4115.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/4115-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/4115-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/4115-800.png'}"
802,Masse Ossiale,,,37.0,1.0,,40.0,40.0,,,,,300.0,,10.0,,,15.0,,,,,,10.0,,20.0,,,15.0,60.0,,,,,,,,20.0,,12.0,12.0,5.0,,,-11.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14167.0,"{'name': 'Marteau', 'id': 42}",199.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7728.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7728-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7728-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7728-800.png'}"
803,Cape au Logis,,1.0,,,100.0,,,,,,,350.0,6.0,,,18.0,,18.0,,8.0,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14168.0,"{'name': 'Cape', 'id': 43}",198.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17271.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17271-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17271-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17271-800.png'}"
804,Talisman Songe,1.0,,,,60.0,40.0,30.0,,,,,300.0,,,,15.0,,15.0,,,,,8.0,,15.0,,,15.0,30.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14169.0,"{'name': 'Amulette', 'id': 33}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1238.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1238-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1238-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1238-800.png'}"
805,Bandeau Ktriné,,,,1.0,50.0,40.0,50.0,,,,,400.0,,15.0,,15.0,,15.0,,,,,,,15.0,,,,,,,20.0,400.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14170.0,"{'name': 'Chapeau', 'id': 27}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16366.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16366-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16366-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16366-800.png'}"
806,Bottes Dogues,,2.0,,,50.0,30.0,50.0,,,,,300.0,,14.0,,14.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,15.0,,,,2.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14171.0,"{'name': 'Bottes', 'id': 45}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11244.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11244-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11244-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11244-800.png'}"
807,Slip du Roi de Bonta,,,,1.0,,30.0,,40.0,,,,350.0,3.0,,,,,,,,10.0,,10.0,,15.0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14273.0,"{'name': 'Ceinture', 'id': 58}",195.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10249.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10249-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10249-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10249-800.png'}"
808,Bâton Fracass,,,20.0,1.0,,30.0,,,,,,150.0,5.0,,,,12.0,,7.0,,7.0,,,,,,10.0,,50.0,,,,500.0,,,,,,,7.0,,,,,,7.0,5.0,,,,,,,,,10.0,,,-4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,14274.0,"{'name': 'Bâton', 'id': 125}",126.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/4116.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/4116-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/4116-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/4116-800.png'}"
809,Ceinture Ding Dong,,,,,,30.0,,,,,,,3.0,,,,,,,,6.0,,6.0,,,,,,,40.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14277.0,"{'name': 'Ceinture', 'id': 58}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10250.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10250-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10250-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10250-800.png'}"
810,Phylactère Mic,1.0,,,,50.0,35.0,,,,,,350.0,2.0,18.0,,18.0,,18.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14281.0,"{'name': 'Amulette', 'id': 33}",197.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1240.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1240-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1240-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1240-800.png'}"
811,Ceinture Hyolite,,,,1.0,30.0,30.0,30.0,,,,,300.0,3.0,20.0,,20.0,,20.0,6.0,,,,6.0,,15.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14283.0,"{'name': 'Ceinture', 'id': 58}",195.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10248.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10248-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10248-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10248-800.png'}"
812,Calotte Spot,,,,,,40.0,50.0,,,,,350.0,3.0,20.0,,20.0,,20.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14285.0,"{'name': 'Chapeau', 'id': 27}",196.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16368.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16368-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16368-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16368-800.png'}"
813,Binocle Airvoyant,,,,1.0,,30.0,,25.0,,,,300.0,3.0,,12.0,,12.0,,,,7.0,,,,15.0,,10.0,,70.0,,,,,,,,,,,,12.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14286.0,"{'name': 'Chapeau', 'id': 27}",192.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16367.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16367-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16367-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16367-800.png'}"
814,Pendentif Oton,1.0,,,1.0,,40.0,,25.0,,,,300.0,6.0,,12.0,,12.0,,,,8.0,,,,15.0,,,,50.0,50.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14287.0,"{'name': 'Amulette', 'id': 33}",194.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1239.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1239-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1239-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1239-800.png'}"
815,Bâtonnet Ronien,,,,,,45.0,,25.0,,,,300.0,2.0,,12.0,,12.0,,10.0,,,,,,,15.0,,15.0,,50.0,,,,14.0,,,,1.0,,,12.0,,14.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14288.0,"{'name': 'Baguette', 'id': 65}",198.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/3080.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/3080-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/3080-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/3080-800.png'}"
816,Hache Rot,,,,,,30.0,,,,,,350.0,,,,,15.0,,,,10.0,,,,15.0,,15.0,,70.0,,15.0,,,,,,,,,,,,60.0,-11.0,,,,,,,,,,,,15.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14289.0,"{'name': 'Hache', 'id': 73}",192.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/19067.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/19067-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/19067-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/19067-800.png'}"
817,Anneau du Wabbit Céphale,,,,1.0,,,,,,,,100.0,,,10.0,,10.0,,,,,,,,,,,,30.0,30.0,,,,,,,,,,,10.0,,,,,,6.0,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14497.0,"{'name': 'Anneau', 'id': 17}",122.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9275.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9275-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9275-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9275-800.png'}"
818,Amulette du Wabbit Céphale,1.0,,,,,30.0,,,,,,150.0,,,10.0,,10.0,,,,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14498.0,"{'name': 'Amulette', 'id': 33}",116.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1243.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1243-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1243-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1243-800.png'}"
819,Bottes du Wabbit Céphale,,1.0,,1.0,,30.0,,,,,,150.0,,,,,,,,10.0,,,,,,,7.0,,30.0,30.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14499.0,"{'name': 'Bottes', 'id': 45}",119.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11246.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11246-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11246-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11246-800.png'}"
820,Bottes du Wabbit Garou,,1.0,,,60.0,,,,,,,120.0,,,,8.0,,8.0,,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500.0,"{'name': 'Bottes', 'id': 45}",121.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11247.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11247-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11247-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11247-800.png'}"
821,Cape du Wabbit Garou,,,,,40.0,30.0,,,,,,150.0,,,,7.0,,7.0,,,10.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14501.0,"{'name': 'Cape', 'id': 43}",119.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17275.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17275-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17275-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17275-800.png'}"
822,Ceinture du Wabbit Garou,,,,1.0,50.0,30.0,,,,,,150.0,,,,6.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,10.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14502.0,"{'name': 'Ceinture', 'id': 58}",123.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10252.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10252-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10252-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10252-800.png'}"
823,Marteau du Juge Lou,,,38.0,1.0,,40.0,,,,,,,7.0,,,,12.0,,10.0,,,,10.0,,20.0,,,12.0,60.0,,,,,,,,,,,,,,12.0,10.0,,,,,,,,,,,,10.0,,,,,6.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,14519.0,"{'name': 'Marteau', 'id': 42}",151.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7729.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7729-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7729-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7729-800.png'}"
824,Masque Iproquo,,,,1.0,,,,,,,,150.0,4.0,,,,,,6.0,,6.0,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14579.0,"{'name': 'Chapeau', 'id': 27}",102.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16377.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16377-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16377-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16377-800.png'}"
825,Ceinture Hétorique,,,,,40.0,15.0,40.0,,,,,150.0,,,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14580.0,"{'name': 'Ceinture', 'id': 58}",101.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10254.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10254-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10254-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10254-800.png'}"
826,Bracelet Tmotiv,,,,,,,,30.0,,,,120.0,4.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14581.0,"{'name': 'Anneau', 'id': 17}",104.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9276.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9276-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9276-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9276-800.png'}"
827,Scaramouchapeau,,,,1.0,,20.0,,,,,,,,,,,7.0,,7.0,,7.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14583.0,"{'name': 'Chapeau', 'id': 27}",102.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16378.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16378-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16378-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16378-800.png'}"
828,Arc Lequin,,,25.0,,,20.0,,,,,,150.0,5.0,,,,6.0,,,,,,,,20.0,,,,40.0,,,,,,,,,1.0,,5.0,,,,,,6.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14584.0,"{'name': 'Arc', 'id': 39}",104.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/2076.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/2076-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/2076-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/2076-800.png'}"
